gene,kmer_cluster,kmer_fisher_pvalue,kmer_fisher_qvalue,cluster_name_original,centroid
LWH12-1.2_001194,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LWH13-1.2_001554,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LWH3-1.2_002532,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LWH7-1.2_000770,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LWO12-1.2_001416,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LWO13-1.2_002705,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
Leaf320-1-1.1_003442,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
Root166-1-1.1_001869,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
Root280D1-1-1.1_002286,kmer_cluster_142,1,1,cluster.fasta235,centroid=KHB019-1-1.1_000230;seqs=19
LMI12-1-1.1_001898,kmer_cluster_237,0.255060728744939,0.779196511990034,cluster.fasta236,centroid=LMI12-1-1.1_001898;seqs=5
LWS13-1.2_002526,kmer_cluster_237,0.255060728744939,0.779196511990034,cluster.fasta236,centroid=LMI12-1-1.1_001898;seqs=5
LWH3-1.2_000798,kmer_cluster_237,0.255060728744939,0.779196511990034,cluster.fasta236,centroid=LMI12-1-1.1_001898;seqs=5
LWH7-1.2_002756,kmer_cluster_237,0.255060728744939,0.779196511990034,cluster.fasta236,centroid=LMI12-1-1.1_001898;seqs=5
Leaf288-1-1.1_000357,kmer_cluster_237,0.255060728744939,0.779196511990034,cluster.fasta236,centroid=LMI12-1-1.1_001898;seqs=5
LBN7-1.2_001110,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LM3X-1.2_001928,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LMB2-1.2_002087,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LMS4-1.2_002667,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LMX7-1.2_002672,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LTA6-1.2_001946,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWH10-1.2_002697,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWH11-1.2_000153,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWH12-1.2_002143,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWH13-1.2_002529,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWO12-1.2_002444,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWO13-1.2_001704,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LWO14-1.2_002454,kmer_cluster_82,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta237,centroid=LBN7-1.2_001110;seqs=13
LBN7-1.2_000019,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LM3X-1.2_003296,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LMB2-1.2_003453,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LMI1-1-1.1_000571,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LMS4-1.2_003526,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LMX7-1.2_000350,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LTA6-1.2_003286,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWH11-1.2_003100,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWH12-1.2_000873,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWH13-1.2_001150,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWH3-1.2_002680,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWH7-1.2_000615,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWO12-1.2_001080,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWO13-1.2_003045,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LWO14-1.2_000138,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
Leaf159-1-1.1_000625,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
Leaf179-1-1.1_002606,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
Leaf320-1-1.1_000775,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
Leaf436-1-1.1_002066,kmer_cluster_156,1,1,cluster.fasta238,centroid=LBN7-1.2_000019;seqs=19
LM3X-1.2_001564,kmer_cluster_53,0.000282131244638606,0.0052288324006355,cluster.fasta239,centroid=LM3X-1.2_001564;seqs=3
LMB2-1.2_001723,kmer_cluster_53,0.000282131244638606,0.0052288324006355,cluster.fasta239,centroid=LM3X-1.2_001564;seqs=3
LMX7-1.2_002308,kmer_cluster_53,0.000282131244638606,0.0052288324006355,cluster.fasta239,centroid=LM3X-1.2_001564;seqs=3
LWO12-1.2_002709,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
Root280D1-1-1.1_003413,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LMS4-1.2_001877,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LTA6-1.2_001582,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWH12-1.2_002494,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWO13-1.2_001327,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LM3X-1.2_001719,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LMB2-1.2_001878,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LMX7-1.2_002463,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LBN7-1.2_002450,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWH11-1.2_001527,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWO14-1.2_002225,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWS13-1.2_002190,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LWH3-1.2_000431,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
Leaf288-1-1.1_003799,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LMI12-1-1.1_001442,kmer_cluster_62,1,1,cluster.fasta24,centroid=LWO12-1.2_002709;seqs=16
LBN7-1.2_000112,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWH11-1.2_003192,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
KHB019-1-1.1_000602,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LM3X-1.2_003384,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LMB2-1.2_003541,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LMS4-1.2_003642,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LMX7-1.2_000438,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LTA6-1.2_003395,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWH10-1.2_001644,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWH12-1.2_000764,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWH13-1.2_001061,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWO12-1.2_000967,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWO13-1.2_003161,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWO14-1.2_000266,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
Leaf159-1-1.1_000722,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
Leaf320-1-1.1_000685,kmer_cluster_164,1,1,cluster.fasta240,centroid=LBN7-1.2_000112;seqs=16
LWO12-1.2_003126,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LM3X-1.2_001264,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LMB2-1.2_001423,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LMX7-1.2_002009,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LBN7-1.2_001928,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LWH11-1.2_001004,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
Root280D1-1-1.1_000261,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LMS4-1.2_001530,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LTA6-1.2_001232,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LWH12-1.2_002822,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LWO13-1.2_000968,kmer_cluster_46,0.255060728744939,0.779196511990034,cluster.fasta241,centroid=LWO12-1.2_003126;seqs=11
LMS4-1.2_003194,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LTA6-1.2_002957,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWH12-1.2_001202,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWH3-1.2_002541,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWO13-1.2_002697,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LBN7-1.2_003675,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWH11-1.2_002747,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWH13-1.2_001561,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWO12-1.2_001424,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
Leaf159-1-1.1_000234,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
Leaf320-1-1.1_003435,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LM3X-1.2_002853,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LMB2-1.2_003012,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LMX7-1.2_003597,kmer_cluster_141,1,1,cluster.fasta242,centroid=LMS4-1.2_003194;seqs=14
LWH7-1.2_000761,kmer_cluster_238,0.205516542977843,0.723210113263803,cluster.fasta243,centroid=LWH7-1.2_000761;seqs=1
Root61-1-1.1_000422,kmer_cluster_239,0.63088594667542,1,cluster.fasta244,centroid=Root61-1-1.1_000422;seqs=1
LBN7-1.2_003069,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LM3X-1.2_002327,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LMB2-1.2_002486,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LMS4-1.2_002508,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LMX7-1.2_003071,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LTA6-1.2_002330,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWH10-1.2_000529,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWH11-1.2_002143,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWH12-1.2_001782,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWH3-1.2_003310,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWH7-1.2_004046,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWO12-1.2_002011,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
LWO13-1.2_002085,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
Leaf288-1-1.1_002543,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
Root166-1-1.1_002600,kmer_cluster_108,1,1,cluster.fasta245,centroid=LBN7-1.2_003069;seqs=15
KHB019-1-1.1_002584,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LBN7-1.2_003386,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LM3X-1.2_002560,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMB2-1.2_002719,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMI11-1-1.1_002695,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMI12-1-1.1_002864,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMI13-1-1.1_003207,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMS4-1.2_002887,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMX7-1.2_003304,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LTA6-1.2_002648,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH10-1.2_000846,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH11-1.2_002458,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH12-1.2_001502,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH13-1.2_001867,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH3-1.2_002872,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWH7-1.2_000365,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWO12-1.2_001727,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWO13-1.2_002391,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWO14-1.2_003069,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LWS13-1.2_000143,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
Leaf159-1-1.1_002771,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
Leaf161-1-1.1_000047,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
Leaf288-1-1.1_001643,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
Leaf320-1-1.1_002005,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
Root280D1-1-1.1_003303,kmer_cluster_128,1,1,cluster.fasta246,centroid=KHB019-1-1.1_002584;seqs=25
LMI12-1-1.1_002778,kmer_cluster_240,0.255060728744939,0.779196511990034,cluster.fasta247,centroid=LMI12-1-1.1_002778;seqs=5
KHB019-1-1.1_001165,kmer_cluster_240,0.255060728744939,0.779196511990034,cluster.fasta247,centroid=LMI12-1-1.1_002778;seqs=5
LWS13-1.2_003338,kmer_cluster_240,0.255060728744939,0.779196511990034,cluster.fasta247,centroid=LMI12-1-1.1_002778;seqs=5
LWH3-1.2_001441,kmer_cluster_240,0.255060728744939,0.779196511990034,cluster.fasta247,centroid=LMI12-1-1.1_002778;seqs=5
LWH7-1.2_001971,kmer_cluster_240,0.255060728744939,0.779196511990034,cluster.fasta247,centroid=LMI12-1-1.1_002778;seqs=5
LBN7-1.2_002892,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LMS4-1.2_002322,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LTA6-1.2_002144,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH10-1.2_000336,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH11-1.2_001964,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH12-1.2_001961,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWO13-1.2_001902,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LM3X-1.2_002154,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LMB2-1.2_002313,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LMI1x-1-1.1_000112,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LMX7-1.2_002898,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH13-1.2_002286,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH3-1.2_001305,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LWH7-1.2_002103,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
Root53-1-1.1_002048,kmer_cluster_87,1,1,cluster.fasta248,centroid=LBN7-1.2_002892;seqs=15
LBN7-1.2_002572,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LBN7-1.2_002572,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LM3X-1.2_001814,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LM3X-1.2_001814,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LM3X-1.2_001899,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LM3X-1.2_001899,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMB2-1.2_001973,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMB2-1.2_001973,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMB2-1.2_002058,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMB2-1.2_002058,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMS4-1.2_002059,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMS4-1.2_002059,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMX7-1.2_002558,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMX7-1.2_002558,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMX7-1.2_002643,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LMX7-1.2_002643,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LTA6-1.2_001762,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LTA6-1.2_001762,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH10-1.2_000099,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH10-1.2_000099,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH11-1.2_001650,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH11-1.2_001650,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH12-1.2_002301,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH12-1.2_002301,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH13-1.2_002558,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWH13-1.2_002558,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO12-1.2_002471,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO12-1.2_002471,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO12-1.2_002565,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO12-1.2_002565,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO13-1.2_001507,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO13-1.2_001507,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO14-1.2_002339,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO14-1.2_002339,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO14-1.2_002425,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
LWO14-1.2_002425,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Leaf159-1-1.1_003508,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Leaf159-1-1.1_003508,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Root1433D1-1-1.1_000807,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Root1433D1-1-1.1_000807,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Root322-1-1.1_001758,kmer_cluster_66,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Root322-1-1.1_001758,kmer_cluster_73,0.470708489029499,1,cluster.fasta249,centroid=LBN7-1.2_002572;seqs=21
Leaf320-1-1.1_001790,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LWH7-1.2_002951,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LWH3-1.2_000619,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LWS13-1.2_002354,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
Root166-1-1.1_000799,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LMS4-1.2_001800,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LTA6-1.2_001503,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LWH12-1.2_002571,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LWO13-1.2_001250,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
Leaf151-1-1.1_000341,kmer_cluster_241,1,1,cluster.fasta25,centroid=Leaf320-1-1.1_001790;seqs=10
LBN7-1.2_001150,kmer_cluster_70,0.00253380787307373,0.0293499411964373,cluster.fasta250,centroid=LBN7-1.2_001150;seqs=13
LM3X-1.2_001864,kmer_cluster_70,0.00253380787307373,0.0293499411964373,cluster.fasta250,centroid=LBN7-1.2_001150;seqs=13
LMB2-1.2_002023,kmer_cluster_70,0.00253380787307373,0.0293499411964373,cluster.fasta250,centroid=LBN7-1.2_001150;seqs=13
LMI12-1-1.1_001586,kmer_cluster_70,0.00253380787307373,0.0293499411964373,cluster.fasta250,centroid=LBN7-1.2_001150;seqs=13
LMX7-1.2_002608,kmer_cluster_70,0.00253380787307373,0.0293499411964373,cluster.fasta250,centroid=LBN7-1.2_001150;seqs=13
