Isolate,orthogroup,genes,ampo_positive,mhpa_positive
LMS4,OG0002204,LMS4-1.2_002204,FALSE,FALSE
LMS4,OG0002234,LMS4-1.2_000261,FALSE,FALSE
LMS4,OG0002286,LMS4-1.2_001483,FALSE,FALSE
LMS4,OG0002341,LMS4-1.2_001165,FALSE,FALSE
LMS4,OG0002341,LMS4-1.2_001336,FALSE,FALSE
LMS4,OG0002341,LMS4-1.2_001350,FALSE,FALSE
LMS4,OG0002342,LMS4-1.2_002042,FALSE,FALSE
LMS4,OG0002344,LMS4-1.2_000389,FALSE,FALSE
LMS4,OG0002344,LMS4-1.2_001437,FALSE,FALSE
LMS4,OG0002361,LMS4-1.2_000821,FALSE,FALSE
LMS4,OG0002362,LMS4-1.2_000822,FALSE,FALSE
LMS4,OG0002374,LMS4-1.2_002646,FALSE,FALSE
LMS4,OG0002376,LMS4-1.2_000888,FALSE,FALSE
LMS4,OG0002376,LMS4-1.2_002749,FALSE,FALSE
LMS4,OG0002409,LMS4-1.2_003658,FALSE,FALSE
LMS4,OG0002434,LMS4-1.2_003314,FALSE,FALSE
LMS4,OG0002456,LMS4-1.2_000600,FALSE,FALSE
LMS4,OG0002551,LMS4-1.2_002673,FALSE,FALSE
LMS4,OG0002576,LMS4-1.2_002282,FALSE,FALSE
LMS4,OG0002577,LMS4-1.2_002283,FALSE,FALSE
LMS4,OG0002638,LMS4-1.2_001484,FALSE,FALSE
LMS4,OG0002665,LMS4-1.2_002912,FALSE,FALSE
LMS4,OG0002678,LMS4-1.2_003854,FALSE,FALSE
LMS4,OG0002689,LMS4-1.2_000356,FALSE,FALSE
LMS4,OG0002693,LMS4-1.2_001198,FALSE,FALSE
LMS4,OG0002704,LMS4-1.2_002813,FALSE,FALSE
LMS4,OG0002705,LMS4-1.2_002814,FALSE,FALSE
LMS4,OG0002750,LMS4-1.2_000612,FALSE,FALSE
LMS4,OG0002757,LMS4-1.2_001959,FALSE,FALSE
LMS4,OG0002759,LMS4-1.2_001153,FALSE,FALSE
LMS4,OG0002801,LMS4-1.2_002176,FALSE,FALSE
LMS4,OG0002810,LMS4-1.2_000608,FALSE,FALSE
LMS4,OG0002810,LMS4-1.2_000912,FALSE,FALSE
LMS4,OG0002811,LMS4-1.2_002664,FALSE,FALSE
LMS4,OG0002830,LMS4-1.2_003149,FALSE,FALSE
LMS4,OG0002831,LMS4-1.2_003150,FALSE,FALSE
LMS4,OG0002872,LMS4-1.2_000899,FALSE,FALSE
LMS4,OG0002896,LMS4-1.2_002675,FALSE,FALSE
LMS4,OG0002915,LMS4-1.2_001138,FALSE,FALSE
LMS4,OG0002965,LMS4-1.2_003683,FALSE,FALSE
LMS4,OG0002971,LMS4-1.2_002671,TRUE,FALSE
LMS4,OG0002972,LMS4-1.2_002663,TRUE,FALSE
LMS4,OG0002973,LMS4-1.2_002662,TRUE,FALSE
LMS4,OG0002975,LMS4-1.2_001958,FALSE,FALSE
LMS4,OG0002982,LMS4-1.2_001803,FALSE,FALSE
LMS4,OG0003002,LMS4-1.2_002129,FALSE,FALSE
LMS4,OG0003032,LMS4-1.2_003079,FALSE,FALSE
LMS4,OG0003104,LMS4-1.2_001641,FALSE,FALSE
LMS4,OG0003117,LMS4-1.2_002942,FALSE,FALSE
LMS4,OG0003159,LMS4-1.2_001624,FALSE,FALSE
LMS4,OG0003161,LMS4-1.2_000893,FALSE,FALSE
LMS4,OG0003179,LMS4-1.2_000770,FALSE,FALSE
LMS4,OG0003184,LMS4-1.2_001189,FALSE,FALSE
LMS4,OG0003197,LMS4-1.2_002383,FALSE,FALSE
LMS4,OG0003211,LMS4-1.2_002941,FALSE,FALSE
LMS4,OG0003273,LMS4-1.2_000901,FALSE,FALSE
LMS4,OG0003274,LMS4-1.2_000897,FALSE,FALSE
LMS4,OG0003275,LMS4-1.2_000896,FALSE,FALSE
LMS4,OG0003289,LMS4-1.2_000485,FALSE,FALSE
LMS4,OG0003292,LMS4-1.2_001915,FALSE,FALSE
LMS4,OG0003293,LMS4-1.2_001914,FALSE,FALSE
LMS4,OG0003303,LMS4-1.2_001321,FALSE,FALSE
LMS4,OG0003306,LMS4-1.2_001631,FALSE,FALSE
LMS4,OG0003307,LMS4-1.2_001632,FALSE,FALSE
LMS4,OG0003308,LMS4-1.2_001890,FALSE,FALSE
LMS4,OG0003312,LMS4-1.2_002815,FALSE,FALSE
LMS4,OG0003390,LMS4-1.2_003604,FALSE,FALSE
LMS4,OG0003394,LMS4-1.2_000793,FALSE,FALSE
LMS4,OG0003398,LMS4-1.2_001175,FALSE,FALSE
LMS4,OG0003399,LMS4-1.2_001190,FALSE,FALSE
LMS4,OG0003411,LMS4-1.2_001833,FALSE,FALSE
LMS4,OG0003415,LMS4-1.2_003336,FALSE,FALSE
LMS4,OG0003417,LMS4-1.2_001446,FALSE,FALSE
LMS4,OG0003418,LMS4-1.2_002768,FALSE,FALSE
LMS4,OG0003486,LMS4-1.2_002632,FALSE,FALSE
LMS4,OG0003486,LMS4-1.2_002639,FALSE,FALSE
LMS4,OG0003488,LMS4-1.2_000559,FALSE,FALSE
LMS4,OG0003510,LMS4-1.2_000484,FALSE,FALSE
LMS4,OG0003515,LMS4-1.2_001916,FALSE,FALSE
LMS4,OG0003521,LMS4-1.2_001161,FALSE,FALSE
LMS4,OG0003541,LMS4-1.2_002968,FALSE,FALSE
LMS4,OG0003630,LMS4-1.2_002634,FALSE,FALSE
LMS4,OG0003630,LMS4-1.2_002641,FALSE,FALSE
LMS4,OG0003656,LMS4-1.2_001166,FALSE,FALSE
LMS4,OG0003657,LMS4-1.2_001167,FALSE,FALSE
LMS4,OG0003671,LMS4-1.2_001628,FALSE,FALSE
LMS4,OG0003672,LMS4-1.2_001626,FALSE,FALSE
LMS4,OG0003673,LMS4-1.2_001635,FALSE,FALSE
LMS4,OG0003687,LMS4-1.2_003193,FALSE,FALSE
LMS4,OG0003689,LMS4-1.2_003621,FALSE,FALSE
LMS4,OG0003697,LMS4-1.2_001445,FALSE,FALSE
LMS4,OG0003698,LMS4-1.2_001444,FALSE,FALSE
LMS4,OG0003699,LMS4-1.2_001447,FALSE,FALSE
LMS4,OG0003709,LMS4-1.2_002208,FALSE,FALSE
LMS4,OG0003711,LMS4-1.2_000259,FALSE,FALSE
LMS4,OG0003791,LMS4-1.2_002643,FALSE,FALSE
LMS4,OG0003836,LMS4-1.2_000692,FALSE,FALSE
LMS4,OG0003841,LMS4-1.2_002645,FALSE,FALSE
LMS4,OG0003859,LMS4-1.2_001281,FALSE,FALSE
LMS4,OG0003950,LMS4-1.2_000783,FALSE,FALSE
LMS4,OG0003998,LMS4-1.2_001282,FALSE,FALSE
LMS4,OG0004020,LMS4-1.2_000057,FALSE,FALSE
LMS4,OG0004149,LMS4-1.2_002630,FALSE,FALSE
LMS4,OG0004188,LMS4-1.2_000518,FALSE,FALSE
LMS4,OG0004189,LMS4-1.2_000548,FALSE,FALSE
LMS4,OG0004196,LMS4-1.2_001518,FALSE,FALSE
LMS4,OG0004197,LMS4-1.2_001519,FALSE,FALSE
LMS4,OG0004208,LMS4-1.2_002264,FALSE,FALSE
LMS4,OG0004215,LMS4-1.2_000425,FALSE,FALSE
LMS4,OG0004216,LMS4-1.2_000426,FALSE,FALSE
LMS4,OG0004243,LMS4-1.2_001630,FALSE,FALSE
LMS4,OG0004389,LMS4-1.2_002642,FALSE,FALSE
LMS4,OG0004446,LMS4-1.2_003701,FALSE,FALSE
LMS4,OG0004451,LMS4-1.2_000738,FALSE,FALSE
LMS4,OG0004454,LMS4-1.2_000450,FALSE,FALSE
LMS4,OG0004455,LMS4-1.2_003714,FALSE,FALSE
LMS4,OG0004458,LMS4-1.2_001356,FALSE,FALSE
LMS4,OG0004466,LMS4-1.2_000443,FALSE,FALSE
LMS4,OG0004471,LMS4-1.2_001859,FALSE,FALSE
LMS4,OG0004479,LMS4-1.2_002765,FALSE,FALSE
LMS4,OG0004483,LMS4-1.2_001119,FALSE,FALSE
LMS4,OG0004484,LMS4-1.2_001520,FALSE,FALSE
LMS4,OG0004489,LMS4-1.2_000810,FALSE,FALSE
LMS4,OG0004490,LMS4-1.2_000814,FALSE,FALSE
LMS4,OG0004523,LMS4-1.2_000876,FALSE,FALSE
LMS4,OG0004524,LMS4-1.2_000875,FALSE,FALSE
LMS4,OG0004694,LMS4-1.2_000081,FALSE,FALSE
LMX7,OG0000100,LMX7-1.2_002443,FALSE,FALSE
LMX7,OG0000108,LMX7-1.2_002116,FALSE,FALSE
LMX7,OG0000173,LMX7-1.2_002665,FALSE,FALSE
LMX7,OG0000173,LMX7-1.2_002671,FALSE,FALSE
LMX7,OG0000197,LMX7-1.2_002646,FALSE,FALSE
LMX7,OG0000344,LMX7-1.2_002612,FALSE,FALSE
LMX7,OG0000344,LMX7-1.2_002625,FALSE,FALSE
LMX7,OG0000359,LMX7-1.2_003311,FALSE,FALSE
LMX7,OG0000359,LMX7-1.2_003689,FALSE,FALSE
LMX7,OG0000359,LMX7-1.2_003728,FALSE,FALSE
LMX7,OG0000609,LMX7-1.2_002803,FALSE,FALSE
LMX7,OG0001122,LMX7-1.2_001208,FALSE,FALSE
LMX7,OG0001624,LMX7-1.2_001352,FALSE,FALSE
LMX7,OG0001626,LMX7-1.2_002611,FALSE,FALSE
LMX7,OG0001681,LMX7-1.2_002633,FALSE,FALSE
LMX7,OG0001787,LMX7-1.2_002664,TRUE,FALSE
LMX7,OG0001787,LMX7-1.2_002673,TRUE,FALSE
LMX7,OG0001839,LMX7-1.2_002542,FALSE,FALSE
LMX7,OG0001860,LMX7-1.2_001956,FALSE,FALSE
LMX7,OG0001904,LMX7-1.2_000519,FALSE,FALSE
LMX7,OG0001923,LMX7-1.2_002787,FALSE,FALSE
LMX7,OG0001961,LMX7-1.2_003531,FALSE,FALSE
LMX7,OG0001981,LMX7-1.2_002619,FALSE,FALSE
LMX7,OG0002028,LMX7-1.2_002618,FALSE,FALSE
LMX7,OG0002086,LMX7-1.2_002670,FALSE,FALSE
LMX7,OG0002091,LMX7-1.2_002380,FALSE,FALSE
LMX7,OG0002112,LMX7-1.2_000685,FALSE,FALSE
LMX7,OG0002149,LMX7-1.2_002674,TRUE,FALSE
LMX7,OG0002151,LMX7-1.2_002411,FALSE,FALSE
LMX7,OG0002152,LMX7-1.2_001414,FALSE,FALSE
LMX7,OG0002159,LMX7-1.2_003273,FALSE,FALSE
LMX7,OG0002173,LMX7-1.2_000541,FALSE,FALSE
LMX7,OG0002174,LMX7-1.2_000575,FALSE,FALSE
LMX7,OG0002176,LMX7-1.2_000983,FALSE,FALSE
LMX7,OG0002178,LMX7-1.2_000092,FALSE,FALSE
LMX7,OG0002181,LMX7-1.2_001815,FALSE,FALSE
LMX7,OG0002191,LMX7-1.2_001809,FALSE,FALSE
LMX7,OG0002193,LMX7-1.2_002790,FALSE,FALSE
LMX7,OG0002194,LMX7-1.2_002540,FALSE,FALSE
LMX7,OG0002204,LMX7-1.2_002804,FALSE,FALSE
LMX7,OG0002234,LMX7-1.2_001334,FALSE,FALSE
LMX7,OG0002286,LMX7-1.2_001916,FALSE,FALSE
LMX7,OG0002341,LMX7-1.2_001823,FALSE,FALSE
LMX7,OG0002342,LMX7-1.2_001807,FALSE,FALSE
LMX7,OG0002344,LMX7-1.2_002206,FALSE,FALSE
LMX7,OG0002361,LMX7-1.2_001303,FALSE,FALSE
LMX7,OG0002362,LMX7-1.2_001304,FALSE,FALSE
LMX7,OG0002374,LMX7-1.2_002663,FALSE,FALSE
LMX7,OG0002374,LMX7-1.2_002743,FALSE,FALSE
LMX7,OG0002376,LMX7-1.2_001808,FALSE,FALSE
LMX7,OG0002409,LMX7-1.2_000054,FALSE,FALSE
LMX7,OG0002434,LMX7-1.2_000095,FALSE,FALSE
LMX7,OG0002456,LMX7-1.2_000001,FALSE,FALSE
LMX7,OG0002485,LMX7-1.2_002608,FALSE,FALSE
LMX7,OG0002551,LMX7-1.2_002677,FALSE,FALSE
LMX7,OG0002559,LMX7-1.2_002614,FALSE,FALSE
LMX7,OG0002576,LMX7-1.2_002868,FALSE,FALSE
LMX7,OG0002577,LMX7-1.2_002869,FALSE,FALSE
LMX7,OG0002638,LMX7-1.2_001917,FALSE,FALSE
LMX7,OG0002665,LMX7-1.2_000132,FALSE,FALSE
LMX7,OG0002678,LMX7-1.2_003699,FALSE,FALSE
LMX7,OG0002689,LMX7-1.2_000934,FALSE,FALSE
LMX7,OG0002693,LMX7-1.2_001664,FALSE,FALSE
LMX7,OG0002704,LMX7-1.2_003233,FALSE,FALSE
LMX7,OG0002705,LMX7-1.2_003234,FALSE,FALSE
LMX7,OG0002750,LMX7-1.2_001100,FALSE,FALSE
LMX7,OG0002757,LMX7-1.2_003131,FALSE,FALSE
LMX7,OG0002759,LMX7-1.2_001642,FALSE,FALSE
LMX7,OG0002811,LMX7-1.2_002669,FALSE,FALSE
LMX7,OG0002830,LMX7-1.2_003552,FALSE,FALSE
LMX7,OG0002831,LMX7-1.2_003553,FALSE,FALSE
LMX7,OG0002872,LMX7-1.2_002632,FALSE,FALSE
LMX7,OG0002896,LMX7-1.2_002647,FALSE,FALSE
LMX7,OG0002915,LMX7-1.2_001335,FALSE,FALSE
LMX7,OG0002965,LMX7-1.2_000479,FALSE,FALSE
LMX7,OG0002971,LMX7-1.2_002676,TRUE,FALSE
LMX7,OG0002972,LMX7-1.2_002668,TRUE,FALSE
LMX7,OG0002973,LMX7-1.2_002667,TRUE,FALSE
LMX7,OG0002975,LMX7-1.2_003132,FALSE,FALSE
LMX7,OG0002982,LMX7-1.2_001015,FALSE,FALSE
LMX7,OG0003002,LMX7-1.2_001265,FALSE,FALSE
LMX7,OG0003032,LMX7-1.2_003468,FALSE,FALSE
LMX7,OG0003089,LMX7-1.2_002615,FALSE,FALSE
LMX7,OG0003104,LMX7-1.2_002216,FALSE,FALSE
LMX7,OG0003117,LMX7-1.2_003361,FALSE,FALSE
LMX7,OG0003159,LMX7-1.2_002388,FALSE,FALSE
LMX7,OG0003161,LMX7-1.2_002638,FALSE,FALSE
LMX7,OG0003179,LMX7-1.2_001245,FALSE,FALSE
LMX7,OG0003182,LMX7-1.2_002626,FALSE,FALSE
LMX7,OG0003184,LMX7-1.2_001650,FALSE,FALSE
LMX7,OG0003197,LMX7-1.2_003343,FALSE,FALSE
LMX7,OG0003211,LMX7-1.2_003360,FALSE,FALSE
LMX7,OG0003273,LMX7-1.2_002630,FALSE,FALSE
LMX7,OG0003274,LMX7-1.2_002634,FALSE,FALSE
LMX7,OG0003275,LMX7-1.2_002635,FALSE,FALSE
LMX7,OG0003289,LMX7-1.2_001026,FALSE,FALSE
LMX7,OG0003292,LMX7-1.2_002232,FALSE,FALSE
LMX7,OG0003293,LMX7-1.2_002231,FALSE,FALSE
LMX7,OG0003303,LMX7-1.2_001966,FALSE,FALSE
LMX7,OG0003305,LMX7-1.2_002217,FALSE,FALSE
LMX7,OG0003305,LMX7-1.2_002397,FALSE,FALSE
LMX7,OG0003306,LMX7-1.2_002224,FALSE,FALSE
LMX7,OG0003307,LMX7-1.2_002225,FALSE,FALSE
LMX7,OG0003308,LMX7-1.2_002475,FALSE,FALSE
LMX7,OG0003312,LMX7-1.2_003235,FALSE,FALSE
LMX7,OG0003326,LMX7-1.2_002691,FALSE,FALSE
LMX7,OG0003390,LMX7-1.2_000412,FALSE,FALSE
LMX7,OG0003395,LMX7-1.2_002616,FALSE,FALSE
LMX7,OG0003398,LMX7-1.2_001543,FALSE,FALSE
LMX7,OG0003399,LMX7-1.2_001649,FALSE,FALSE
LMX7,OG0003411,LMX7-1.2_002769,FALSE,FALSE
LMX7,OG0003417,LMX7-1.2_001792,FALSE,FALSE
LMX7,OG0003418,LMX7-1.2_001968,FALSE,FALSE
LMX7,OG0003504,LMX7-1.2_002220,FALSE,FALSE
LMX7,OG0003510,LMX7-1.2_001027,FALSE,FALSE
LMX7,OG0003515,LMX7-1.2_002233,FALSE,FALSE
LMX7,OG0003516,LMX7-1.2_002624,FALSE,FALSE
LMX7,OG0003517,LMX7-1.2_002622,FALSE,FALSE
LMX7,OG0003518,LMX7-1.2_002613,FALSE,FALSE
LMX7,OG0003521,LMX7-1.2_001819,FALSE,FALSE
LMX7,OG0003524,LMX7-1.2_002606,FALSE,FALSE
LMX7,OG0003538,LMX7-1.2_003049,FALSE,FALSE
LMX7,OG0003541,LMX7-1.2_001400,FALSE,FALSE
LMX7,OG0003564,LMX7-1.2_002605,FALSE,FALSE
LMX7,OG0003564,LMX7-1.2_002628,FALSE,FALSE
LMX7,OG0003656,LMX7-1.2_001824,FALSE,FALSE
LMX7,OG0003657,LMX7-1.2_001825,FALSE,FALSE
LMX7,OG0003673,LMX7-1.2_002228,FALSE,FALSE
LMX7,OG0003687,LMX7-1.2_003596,FALSE,FALSE
LMX7,OG0003689,LMX7-1.2_001989,FALSE,FALSE
LMX7,OG0003697,LMX7-1.2_001793,FALSE,FALSE
LMX7,OG0003698,LMX7-1.2_001794,FALSE,FALSE
LMX7,OG0003699,LMX7-1.2_001795,FALSE,FALSE
LMX7,OG0003709,LMX7-1.2_002351,FALSE,FALSE
LMX7,OG0003711,LMX7-1.2_003380,FALSE,FALSE
LMX7,OG0003840,LMX7-1.2_002104,FALSE,FALSE
LMX7,OG0003859,LMX7-1.2_001804,FALSE,FALSE
LMX7,OG0004013,LMX7-1.2_001998,FALSE,FALSE
LMX7,OG0004023,LMX7-1.2_003536,FALSE,FALSE
LMX7,OG0004202,LMX7-1.2_002106,FALSE,FALSE
LMX7,OG0004211,LMX7-1.2_003533,FALSE,FALSE
LMX7,OG0004212,LMX7-1.2_003537,FALSE,FALSE
LMX7,OG0004243,LMX7-1.2_002223,FALSE,FALSE
LMX7,OG0004450,LMX7-1.2_001173,FALSE,FALSE
LMX7,OG0004460,LMX7-1.2_001918,FALSE,FALSE
LMX7,OG0004461,LMX7-1.2_001710,FALSE,FALSE
LMX7,OG0004463,LMX7-1.2_003382,FALSE,FALSE
LMX7,OG0004464,LMX7-1.2_003547,FALSE,FALSE
LMX7,OG0004465,LMX7-1.2_003542,FALSE,FALSE
LMX7,OG0004467,LMX7-1.2_002149,FALSE,FALSE
LMX7,OG0004468,LMX7-1.2_002222,FALSE,FALSE
LMX7,OG0004472,LMX7-1.2_001351,FALSE,FALSE
LMX7,OG0004473,LMX7-1.2_001350,FALSE,FALSE
LMX7,OG0004474,LMX7-1.2_002730,FALSE,FALSE
LMX7,OG0004476,LMX7-1.2_002791,FALSE,FALSE
LMX7,OG0004477,LMX7-1.2_002793,FALSE,FALSE
LMX7,OG0004487,LMX7-1.2_001266,FALSE,FALSE
LMX7,OG0004489,LMX7-1.2_001293,FALSE,FALSE
LMX7,OG0004490,LMX7-1.2_001295,FALSE,FALSE
LMX7,OG0004509,LMX7-1.2_002364,FALSE,FALSE
LMX7,OG0004512,LMX7-1.2_002653,FALSE,FALSE
LMX7,OG0004513,LMX7-1.2_002659,FALSE,FALSE
LMX7,OG0004515,LMX7-1.2_002876,FALSE,FALSE
LMX7,OG0004523,LMX7-1.2_000651,FALSE,FALSE
LMX7,OG0004524,LMX7-1.2_000652,FALSE,FALSE
LTA6,OG0000100,LTA6-1.2_000891,FALSE,FALSE
LTA6,OG0000100,LTA6-1.2_001286,FALSE,FALSE
LTA6,OG0000100,LTA6-1.2_001563,FALSE,FALSE
LTA6,OG0000108,LTA6-1.2_000531,FALSE,FALSE
LTA6,OG0000108,LTA6-1.2_000586,FALSE,FALSE
LTA6,OG0000108,LTA6-1.2_001299,FALSE,FALSE
LTA6,OG0000108,LTA6-1.2_002640,FALSE,FALSE
LTA6,OG0000173,LTA6-1.2_001929,FALSE,FALSE
LTA6,OG0000173,LTA6-1.2_001939,FALSE,FALSE
LTA6,OG0000173,LTA6-1.2_001945,FALSE,FALSE
LTA6,OG0000173,LTA6-1.2_001961,FALSE,FALSE
LTA6,OG0000197,LTA6-1.2_001182,FALSE,FALSE
LTA6,OG0000197,LTA6-1.2_001953,FALSE,FALSE
LTA6,OG0000197,LTA6-1.2_003340,FALSE,FALSE
LTA6,OG0000344,LTA6-1.2_001747,FALSE,FALSE
LTA6,OG0000359,LTA6-1.2_001896,FALSE,FALSE
LTA6,OG0000359,LTA6-1.2_002657,FALSE,FALSE
LTA6,OG0000609,LTA6-1.2_002025,FALSE,FALSE
LTA6,OG0000609,LTA6-1.2_002730,FALSE,FALSE
LTA6,OG0001122,LTA6-1.2_000497,FALSE,FALSE
LTA6,OG0001122,LTA6-1.2_000980,FALSE,FALSE
LTA6,OG0001624,LTA6-1.2_000135,FALSE,FALSE
LTA6,OG0001626,LTA6-1.2_000253,FALSE,FALSE
LTA6,OG0001681,LTA6-1.2_001828,FALSE,FALSE
LTA6,OG0001787,LTA6-1.2_001926,TRUE,FALSE
LTA6,OG0001787,LTA6-1.2_001947,TRUE,FALSE
LTA6,OG0001839,LTA6-1.2_001732,FALSE,FALSE
LTA6,OG0001860,LTA6-1.2_002944,FALSE,FALSE
LTA6,OG0001904,LTA6-1.2_002357,FALSE,FALSE
LTA6,OG0001904,LTA6-1.2_003491,FALSE,FALSE
LTA6,OG0001923,LTA6-1.2_002019,FALSE,FALSE
LTA6,OG0001923,LTA6-1.2_002194,FALSE,FALSE
LTA6,OG0001961,LTA6-1.2_002903,FALSE,FALSE
LTA6,OG0001981,LTA6-1.2_001749,FALSE,FALSE
LTA6,OG0002028,LTA6-1.2_001748,FALSE,FALSE
LTA6,OG0002086,LTA6-1.2_001923,FALSE,FALSE
LTA6,OG0002086,LTA6-1.2_001944,FALSE,FALSE
LTA6,OG0002091,LTA6-1.2_001486,FALSE,FALSE
LTA6,OG0002112,LTA6-1.2_003600,FALSE,FALSE
LTA6,OG0002149,LTA6-1.2_001930,TRUE,FALSE
LTA6,OG0002149,LTA6-1.2_001948,TRUE,FALSE
LTA6,OG0002151,LTA6-1.2_001515,FALSE,FALSE
LTA6,OG0002152,LTA6-1.2_000665,FALSE,FALSE
LTA6,OG0002159,LTA6-1.2_002597,FALSE,FALSE
LTA6,OG0002173,LTA6-1.2_003520,FALSE,FALSE
LTA6,OG0002174,LTA6-1.2_003556,FALSE,FALSE
LTA6,OG0002176,LTA6-1.2_000204,FALSE,FALSE
LTA6,OG0002178,LTA6-1.2_003072,FALSE,FALSE
LTA6,OG0002181,LTA6-1.2_001425,FALSE,FALSE
LTA6,OG0002191,LTA6-1.2_001470,FALSE,FALSE
LTA6,OG0002191,LTA6-1.2_002358,FALSE,FALSE
LTA6,OG0002193,LTA6-1.2_002022,FALSE,FALSE
LTA6,OG0002194,LTA6-1.2_001730,FALSE,FALSE
LTA6,OG0002204,LTA6-1.2_002026,FALSE,FALSE
LTA6,OG0002234,LTA6-1.2_000022,FALSE,FALSE
LTA6,OG0002286,LTA6-1.2_001184,FALSE,FALSE
LTA6,OG0002341,LTA6-1.2_000851,FALSE,FALSE
LTA6,OG0002341,LTA6-1.2_001037,FALSE,FALSE
LTA6,OG0002341,LTA6-1.2_001051,FALSE,FALSE
LTA6,OG0002342,LTA6-1.2_001745,FALSE,FALSE
LTA6,OG0002344,LTA6-1.2_000148,FALSE,FALSE
LTA6,OG0002344,LTA6-1.2_001138,FALSE,FALSE
LTA6,OG0002361,LTA6-1.2_000577,FALSE,FALSE
LTA6,OG0002362,LTA6-1.2_000578,FALSE,FALSE
LTA6,OG0002374,LTA6-1.2_001925,FALSE,FALSE
LTA6,OG0002376,LTA6-1.2_002495,FALSE,FALSE
LTA6,OG0002409,LTA6-1.2_003411,FALSE,FALSE
LTA6,OG0002434,LTA6-1.2_003075,FALSE,FALSE
LTA6,OG0002456,LTA6-1.2_000358,FALSE,FALSE
LTA6,OG0002551,LTA6-1.2_001952,FALSE,FALSE
LTA6,OG0002576,LTA6-1.2_002104,FALSE,FALSE
LTA6,OG0002577,LTA6-1.2_002105,FALSE,FALSE
LTA6,OG0002638,LTA6-1.2_001185,FALSE,FALSE
LTA6,OG0002665,LTA6-1.2_002673,FALSE,FALSE
LTA6,OG0002678,LTA6-1.2_001895,FALSE,FALSE
LTA6,OG0002689,LTA6-1.2_000115,FALSE,FALSE
LTA6,OG0002693,LTA6-1.2_000886,FALSE,FALSE
LTA6,OG0002704,LTA6-1.2_002557,FALSE,FALSE
LTA6,OG0002705,LTA6-1.2_002558,FALSE,FALSE
LTA6,OG0002750,LTA6-1.2_000370,FALSE,FALSE
LTA6,OG0002757,LTA6-1.2_001664,FALSE,FALSE
LTA6,OG0002759,LTA6-1.2_000839,FALSE,FALSE
LTA6,OG0002801,LTA6-1.2_001999,FALSE,FALSE
LTA6,OG0002810,LTA6-1.2_000366,FALSE,FALSE
LTA6,OG0002811,LTA6-1.2_001943,FALSE,FALSE
LTA6,OG0002830,LTA6-1.2_002911,FALSE,FALSE
LTA6,OG0002831,LTA6-1.2_002912,FALSE,FALSE
LTA6,OG0002872,LTA6-1.2_001824,FALSE,FALSE
LTA6,OG0002896,LTA6-1.2_001954,FALSE,FALSE
LTA6,OG0002915,LTA6-1.2_000824,FALSE,FALSE
LTA6,OG0002965,LTA6-1.2_003441,FALSE,FALSE
LTA6,OG0002971,LTA6-1.2_001950,TRUE,FALSE
LTA6,OG0002972,LTA6-1.2_001942,TRUE,FALSE
LTA6,OG0002973,LTA6-1.2_001941,TRUE,FALSE
LTA6,OG0002975,LTA6-1.2_001663,FALSE,FALSE
LTA6,OG0002982,LTA6-1.2_001506,FALSE,FALSE
LTA6,OG0003002,LTA6-1.2_001853,FALSE,FALSE
LTA6,OG0003032,LTA6-1.2_002840,FALSE,FALSE
LTA6,OG0003104,LTA6-1.2_001343,FALSE,FALSE
LTA6,OG0003117,LTA6-1.2_002703,FALSE,FALSE
LTA6,OG0003159,LTA6-1.2_001326,FALSE,FALSE
LTA6,OG0003179,LTA6-1.2_000526,FALSE,FALSE
LTA6,OG0003184,LTA6-1.2_000875,FALSE,FALSE
LTA6,OG0003197,LTA6-1.2_002205,FALSE,FALSE
LTA6,OG0003211,LTA6-1.2_002702,FALSE,FALSE
LTA6,OG0003289,LTA6-1.2_000244,FALSE,FALSE
LTA6,OG0003292,LTA6-1.2_001620,FALSE,FALSE
LTA6,OG0003293,LTA6-1.2_001619,FALSE,FALSE
LTA6,OG0003303,LTA6-1.2_001022,FALSE,FALSE
LTA6,OG0003306,LTA6-1.2_001333,FALSE,FALSE
LTA6,OG0003307,LTA6-1.2_001334,FALSE,FALSE
LTA6,OG0003308,LTA6-1.2_001595,FALSE,FALSE
LTA6,OG0003312,LTA6-1.2_002559,FALSE,FALSE
LTA6,OG0003390,LTA6-1.2_003357,FALSE,FALSE
LTA6,OG0003394,LTA6-1.2_000549,FALSE,FALSE
LTA6,OG0003398,LTA6-1.2_000861,FALSE,FALSE
LTA6,OG0003399,LTA6-1.2_000876,FALSE,FALSE
LTA6,OG0003411,LTA6-1.2_001538,FALSE,FALSE
LTA6,OG0003415,LTA6-1.2_003097,FALSE,FALSE
LTA6,OG0003417,LTA6-1.2_001147,FALSE,FALSE
LTA6,OG0003418,LTA6-1.2_002512,FALSE,FALSE
LTA6,OG0003486,LTA6-1.2_001911,FALSE,FALSE
LTA6,OG0003486,LTA6-1.2_001918,FALSE,FALSE
LTA6,OG0003488,LTA6-1.2_000319,FALSE,FALSE
LTA6,OG0003504,LTA6-1.2_002870,FALSE,FALSE
LTA6,OG0003510,LTA6-1.2_000243,FALSE,FALSE
LTA6,OG0003515,LTA6-1.2_001621,FALSE,FALSE
LTA6,OG0003521,LTA6-1.2_000847,FALSE,FALSE
LTA6,OG0003524,LTA6-1.2_001886,FALSE,FALSE
LTA6,OG0003541,LTA6-1.2_002728,FALSE,FALSE
LTA6,OG0003630,LTA6-1.2_001913,FALSE,FALSE
